DEPARTURES_PERFORMED,SEATS,PASSENGERS,FREIGHT,MAIL,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_GROUP,AIRCRAFT_TYPE,YEAR,MONTH
8.00,2384.00,1875.00,19598.00,0.00,AC,Air Canada,HNL,YYZ,6,889,2024,1
8.00,2384.00,2146.00,939.00,0.00,OZ,Asiana Airlines Inc.,SPN,ICN,6,687,2024,1
8.00,2384.00,2195.00,15312.00,0.00,AC,Air Canada,YYZ,HNL,6,889,2024,1
8.00,2384.00,2210.00,11145.00,0.00,OZ,Asiana Airlines Inc.,ICN,SPN,6,687,2024,1
8.00,2399.00,2071.00,19633.00,0.00,AD,Azul Linhas Aereas Brazileiras S A,FLL,REC,6,696,2024,1
8.00,2512.00,1585.00,2816.00,0.00,IB,Iberia Air Lines Of Spain,BOS,BCN,6,696,2024,1
8.00,2512.00,2164.00,115652.00,0.00,IB,Iberia Air Lines Of Spain,BCN,BOS,6,696,2024,1
8.00,2528.00,2309.00,249003.00,0.00,MU,China Eastern Airlines,PVG,SFO,6,637,2024,1
8.00,2536.00,988.00,43914.00,0.00,EI,Aer Lingus Plc,MAN,MCO,6,696,2024,1
8.00,2536.00,2063.00,29698.00,0.00,EI,Aer Lingus Plc,MCO,MAN,6,696,2024,1
8.00,2888.00,2596.00,35563.00,0.00,CZ,China Southern Airlines,SFO,WUH,6,637,2024,1
8.00,2888.00,2642.00,60480.00,0.00,CZ,China Southern Airlines,WUH,SFO,6,637,2024,1
9.00,0.00,0.00,0.00,0.00,TK,Turk Hava Yollari A.O.,NLU,IAH,6,683,2024,1
9.00,0.00,0.00,14346.00,0.00,L7,Lan Colombia,LAX,BOG,6,626,2024,1
9.00,0.00,0.00,15357.00,0.00,U7,USA Jet Airlines Inc.,LRD,SLW,6,655,2024,1
9.00,0.00,0.00,26165.00,8101.00,PFQ,Asia Pacific,TKK,GUM,6,622,2024,1
9.00,0.00,0.00,27633.00,0.00,U7,USA Jet Airlines Inc.,SLW,YIP,6,655,2024,1
9.00,0.00,0.00,35158.00,100257.00,PFQ,Asia Pacific,GUM,KWA,6,622,2024,1
9.00,0.00,0.00,52044.00,52010.00,PFQ,Asia Pacific,GUM,MAJ,6,622,2024,1
9.00,0.00,0.00,102382.00,0.00,FX,Federal Express Corporation,BQN,SDQ,1,110,2024,1
9.00,0.00,0.00,134611.00,0.00,AC,Air Canada,ATL,BOG,6,626,2024,1
9.00,0.00,0.00,207891.00,0.00,M7,Aerotransportes Mas De Crga,ANC,CGO,6,696,2024,1
9.00,0.00,0.00,245177.00,0.00,W8,Cargojet Airways Ltd.,YYC,CVG,6,626,2024,1
9.00,0.00,0.00,292189.00,0.00,W8,Cargojet Airways Ltd.,CVG,YYC,6,622,2024,1
9.00,0.00,0.00,446593.00,0.00,5X,United Parcel Service,MGA,MIA,6,626,2024,1
9.00,0.00,0.00,460227.00,0.00,W8,Cargojet Airways Ltd.,YMX,CVG,6,626,2024,1
9.00,0.00,0.00,489399.00,0.00,W8,Cargojet Airways Ltd.,CVG,YMX,6,626,2024,1
9.00,0.00,0.00,538665.00,0.00,5X,United Parcel Service,MIA,PTY,6,626,2024,1
9.00,0.00,0.00,541589.00,0.00,W8,Cargojet Airways Ltd.,MIA,GUA,6,626,2024,1
9.00,0.00,0.00,596495.00,0.00,NC,Northern Air Cargo Inc.,PBM,MIA,6,626,2024,1
9.00,0.00,0.00,597467.00,0.00,LH,Lufthansa German Airlines,NLU,DFW,6,627,2024,1
9.00,0.00,0.00,625321.00,0.00,L7,Lan Colombia,MIA,MAO,6,626,2024,1
9.00,0.00,0.00,625804.00,0.00,5X,United Parcel Service,PHL,CGN,6,626,2024,1
9.00,0.00,0.00,633087.00,0.00,CI,China Airlines Ltd.,LAX,TPE,8,820,2024,1
9.00,0.00,0.00,651860.00,0.00,CT,Air Atlanta Europe Limited,GSP,HHN,8,820,2024,1
9.00,0.00,0.00,670514.00,0.00,AC,Air Canada,MIA,LIM,6,626,2024,1
9.00,0.00,0.00,689492.00,0.00,5X,United Parcel Service,SDF,NRT,8,819,2024,1
9.00,0.00,0.00,836448.00,0.00,FX,Federal Express Corporation,MEM,CDG,7,740,2024,1
9.00,0.00,0.00,866720.00,0.00,NC,Northern Air Cargo Inc.,MIA,BGI,6,626,2024,1
9.00,0.00,0.00,908580.00,0.00,LA,Lan-Chile Airlines,LIM,MIA,6,626,2024,1
9.00,0.00,0.00,945648.00,0.00,CI,China Airlines Ltd.,SFO,TPE,6,683,2024,1
9.00,0.00,0.00,971315.00,0.00,M3,ABSA-Aerolinhas Brasileiras,SCL,MIA,6,626,2024,1
9.00,0.00,0.00,994624.00,123487.00,KAQ,Kalitta Air LLC,CVG,LEJ,6,683,2024,1
9.00,0.00,0.00,1034286.00,0.00,M7,Aerotransportes Mas De Crga,LAX,GDL,6,687,2024,1
9.00,0.00,0.00,1174525.00,0.00,TK,Turk Hava Yollari A.O.,IAH,IST,6,683,2024,1
9.00,0.00,0.00,1220945.00,0.00,TK,Turk Hava Yollari A.O.,IST,MIA,6,683,2024,1
9.00,0.00,0.00,1519014.00,0.00,KE,Korean Air Lines Co. Ltd.,ANC,ICN,8,821,2024,1
9.00,0.00,0.00,1584717.00,0.00,CI,China Airlines Ltd.,TPE,SFO,6,683,2024,1
9.00,0.00,0.00,1633115.00,0.00,CI,China Airlines Ltd.,NGO,ORD,6,683,2024,1
9.00,0.00,0.00,1899993.00,0.00,5X,United Parcel Service,ICN,ANC,8,819,2024,1
9.00,0.00,0.00,1965344.00,0.00,5Y,Atlas Air Inc.,AMS,ORD,8,819,2024,1
9.00,0.00,0.00,2173558.00,0.00,5Y,Atlas Air Inc.,TAO,ANC,8,819,2024,1
9.00,0.00,0.00,2262616.00,0.00,WI,Sky Lease Cargo,XMN,ANC,8,820,2024,1
9.00,72.00,41.00,0.00,0.00,04Q,Tradewind Aviation,AXA,SJU,4,479,2024,1
9.00,450.00,187.00,0.00,0.00,3M,Silver Airways,SJU,SXM,4,441,2024,1
9.00,450.00,216.00,0.00,0.00,3M,Silver Airways,FLL,MHH,4,441,2024,1
9.00,450.00,240.00,0.00,0.00,3M,Silver Airways,SXM,SJU,4,441,2024,1
9.00,450.00,244.00,0.00,0.00,3M,Silver Airways,MHH,FLL,4,441,2024,1
9.00,585.00,476.00,0.00,0.00,OO,SkyWest Airlines Inc.,DFW,LTO,6,631,2024,1
9.00,585.00,501.00,0.00,0.00,OO,SkyWest Airlines Inc.,LTO,DFW,6,631,2024,1
9.00,684.00,429.00,0.00,0.00,QX,Horizon Air,YVR,PDX,6,673,2024,1
9.00,684.00,471.00,0.00,0.00,QX,Horizon Air,PDX,YVR,6,673,2024,1
9.00,684.00,521.00,0.00,0.00,OO,SkyWest Airlines Inc.,ZLO,PHX,6,673,2024,1
9.00,684.00,605.00,0.00,0.00,OO,SkyWest Airlines Inc.,PHX,ZLO,6,673,2024,1
9.00,684.00,623.00,0.00,0.00,MQ,Envoy Air,DFW,ZLO,6,673,2024,1
9.00,684.00,655.00,0.00,0.00,MQ,Envoy Air,ZLO,DFW,6,673,2024,1
9.00,873.00,837.00,14421.00,0.00,CA,Air China,IAD,PEK,6,637,2024,1
9.00,1188.00,723.00,0.00,0.00,WS,Westjet,ATL,YVR,6,612,2024,1
9.00,1188.00,914.00,0.00,0.00,WS,Westjet,YVR,PSP,6,612,2024,1
9.00,1188.00,1012.00,0.00,0.00,WS,Westjet,IAH,YYC,6,612,2024,1
9.00,1188.00,1058.00,0.00,0.00,WS,Westjet,YYC,IAH,6,612,2024,1
9.00,1188.00,1086.00,0.00,0.00,WS,Westjet,YYZ,TPA,6,612,2024,1
9.00,1188.00,1131.00,0.00,0.00,DL,Delta Air Lines Inc.,YYC,MSP,6,698,2024,1
9.00,1233.00,911.00,2999.00,0.00,AC,Air Canada,YYZ,ATL,6,724,2024,1
9.00,1233.00,927.00,400.00,0.00,AC,Air Canada,ATL,YYZ,6,724,2024,1
9.00,1287.00,1226.00,0.00,0.00,WN,Southwest Airlines Co.,STL,CUN,6,612,2024,1
9.00,1293.00,1125.00,1313.00,0.00,AV,Aerovias Nacl De Colombia,JFK,BOG,6,698,2024,1
9.00,1296.00,865.00,0.00,0.00,AV,Aerovias Nacl De Colombia,SJU,BOG,6,698,2024,1
9.00,1296.00,1056.00,11730.00,0.00,AV,Aerovias Nacl De Colombia,BOG,SJU,6,698,2024,1
9.00,1350.00,146.00,0.00,0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAP,SAT,6,617,2024,1
9.00,1350.00,1108.00,2160.00,1861.00,UA,United Air Lines Inc.,SFO,YVR,6,694,2024,1
9.00,1350.00,1211.00,0.00,2778.00,UA,United Air Lines Inc.,DEN,YYZ,6,694,2024,1
9.00,1350.00,1244.00,0.00,0.00,UA,United Air Lines Inc.,YYZ,DEN,6,694,2024,1
9.00,1395.00,270.00,0.00,0.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",RSW,HAV,6,655,2024,1
9.00,1395.00,396.00,0.00,0.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",HAV,RSW,6,655,2024,1
9.00,1431.00,539.00,0.00,0.00,B6,JetBlue Airways,LAX,LIR,6,699,2024,1
9.00,1431.00,809.00,0.00,0.00,B6,JetBlue Airways,LIR,LAX,6,699,2024,1
9.00,1431.00,1243.00,0.00,0.00,B6,JetBlue Airways,JFK,LIR,6,699,2024,1
9.00,1431.00,1333.00,0.00,0.00,B6,JetBlue Airways,LIR,JFK,6,699,2024,1
9.00,1440.00,606.00,0.00,0.00,KX,Cayman Airways Limited,GCM,LAX,6,614,2024,1
9.00,1458.00,1191.00,0.00,0.00,B6,JetBlue Airways,BOS,STI,6,694,2024,1
9.00,1458.00,1272.00,0.00,0.00,B6,JetBlue Airways,STI,BOS,6,694,2024,1
9.00,1472.00,1127.00,0.00,0.00,B6,JetBlue Airways,JFK,SXM,6,699,2024,1
9.00,1472.00,1376.00,0.00,0.00,B6,JetBlue Airways,SXM,JFK,6,699,2024,1
9.00,1494.00,442.00,13133.00,1655.00,UA,United Air Lines Inc.,YAP,GUM,6,614,2024,1
9.00,1494.00,527.00,4155.00,7670.00,UA,United Air Lines Inc.,GUM,YAP,6,614,2024,1
9.00,1494.00,861.00,0.00,0.00,UA,United Air Lines Inc.,CLE,CUN,6,614,2024,1
9.00,1494.00,1159.00,4931.00,269.00,UA,United Air Lines Inc.,IAH,GUA,6,838,2024,1
9.00,1494.00,1292.00,19051.00,0.00,UA,United Air Lines Inc.,GUA,IAH,6,838,2024,1
9.00,1494.00,1313.00,0.00,0.00,UA,United Air Lines Inc.,GUA,IAD,6,614,2024,1
9.00,1494.00,1404.00,0.00,0.00,UA,United Air Lines Inc.,CUN,CLE,6,614,2024,1
9.00,1494.00,1414.00,0.00,0.00,UA,United Air Lines Inc.,YYC,DEN,6,838,2024,1
9.00,1494.00,1461.00,0.00,0.00,UA,United Air Lines Inc.,SAL,LAX,6,838,2024,1
9.00,1503.00,1187.00,87534.00,4953.00,UA,United Air Lines Inc.,FRA,EWR,6,626,2024,1
9.00,1512.00,1362.00,0.00,0.00,DL,Delta Air Lines Inc.,SJD,JFK,6,622,2024,1
9.00,1525.00,1346.00,264.00,0.00,LR,Lacsa,JFK,SAL,6,694,2024,1
9.00,1539.00,1370.00,53378.00,0.00,UA,United Air Lines Inc.,CDG,EWR,6,626,2024,1
9.00,1548.00,1104.00,4.00,0.00,AA,American Airlines Inc.,DFW,GCM,6,614,2024,1
9.00,1548.00,1115.00,0.00,0.00,AA,American Airlines Inc.,RTB,DFW,6,614,2024,1
9.00,1548.00,1325.00,0.00,0.00,AA,American Airlines Inc.,GCM,DFW,6,614,2024,1
9.00,1548.00,1452.00,3637.00,0.00,AA,American Airlines Inc.,STI,MIA,6,838,2024,1
9.00,1548.00,1505.00,8746.00,0.00,AA,American Airlines Inc.,MBJ,JFK,6,838,2024,1
9.00,1566.00,1392.00,0.00,0.00,WS,Westjet,TPA,YYZ,6,614,2024,1
9.00,1566.00,1393.00,0.00,0.00,WS,Westjet,OGG,YVR,6,614,2024,1
9.00,1573.00,1396.00,0.00,0.00,G3,VRG Linhas Aereas S A,MIA,MAO,6,614,2024,1
9.00,1575.00,1251.00,0.00,0.00,WN,Southwest Airlines Co.,PLS,FLL,6,838,2024,1
9.00,1575.00,1376.00,0.00,0.00,WN,Southwest Airlines Co.,FLL,PLS,6,838,2024,1
9.00,1575.00,1396.00,0.00,0.00,WN,Southwest Airlines Co.,MCI,CUN,6,614,2024,1
9.00,1577.00,1489.00,0.00,0.00,G3,VRG Linhas Aereas S A,MAO,MIA,6,614,2024,1
9.00,1584.00,1425.00,21632.00,0.00,UA,United Air Lines Inc.,UIO,IAH,6,622,2024,1
9.00,1584.00,1452.00,34315.00,4.00,UA,United Air Lines Inc.,BOG,IAH,6,622,2024,1
9.00,1602.00,1382.00,17486.00,0.00,FI,Icelandair,KEF,ORD,6,634,2024,1
9.00,1602.00,1442.00,4998.00,0.00,FI,Icelandair,KEF,IAD,6,634,2024,1
9.00,1603.00,1119.00,0.00,0.00,2K,Aerogal,MCO,UIO,6,694,2024,1
9.00,1604.00,1294.00,0.00,0.00,2K,Aerogal,UIO,MCO,6,694,2024,1
9.00,1606.00,1399.00,1494.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),ORD,MEX,6,694,2024,1
9.00,1611.00,840.00,0.00,0.00,UA,United Air Lines Inc.,ORD,PLS,6,888,2024,1
9.00,1611.00,934.00,0.00,0.00,UA,United Air Lines Inc.,IAD,CUN,6,839,2024,1
9.00,1611.00,994.00,0.00,0.00,UA,United Air Lines Inc.,EWR,PVR,6,888,2024,1
9.00,1611.00,1125.00,0.00,0.00,UA,United Air Lines Inc.,PLS,ORD,6,888,2024,1
9.00,1611.00,1150.00,0.00,0.00,UA,United Air Lines Inc.,ORD,LIR,6,888,2024,1
9.00,1611.00,1329.00,0.00,0.00,UA,United Air Lines Inc.,CUN,SFO,6,839,2024,1
9.00,1611.00,1419.00,0.00,0.00,UA,United Air Lines Inc.,ORD,CUN,6,839,2024,1
9.00,1611.00,1435.00,1120.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),ORD,GDL,6,694,2024,1
9.00,1611.00,1463.00,0.00,0.00,UA,United Air Lines Inc.,PVR,EWR,6,888,2024,1
9.00,1611.00,1475.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),SMF,GDL,6,694,2024,1
9.00,1611.00,1582.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),GDL,SMF,6,694,2024,1
9.00,1619.00,1302.00,0.00,0.00,DL,Delta Air Lines Inc.,JFK,AUA,6,888,2024,1
9.00,1619.00,1354.00,0.00,0.00,DL,Delta Air Lines Inc.,AUA,JFK,6,888,2024,1
9.00,1629.00,1159.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),DEN,CUU,6,722,2024,1
9.00,1629.00,1243.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),CUU,DEN,6,722,2024,1
9.00,1629.00,1481.00,11229.00,0.00,AM,Aeromexico,LAX,MEX,6,839,2024,1
9.00,1629.00,1523.00,15752.00,0.00,AM,Aeromexico,MEX,LAX,6,839,2024,1
9.00,1634.00,1125.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),LAX,ZCL,6,722,2024,1
9.00,1638.00,378.00,0.00,0.00,NK,Spirit Air Lines,MCO,CUN,6,694,2024,1
9.00,1638.00,685.00,0.00,0.00,NK,Spirit Air Lines,CUN,MCO,6,694,2024,1
9.00,1638.00,1387.00,0.00,0.00,NK,Spirit Air Lines,FLL,LIM,6,722,2024,1
9.00,1638.00,1597.00,0.00,0.00,NK,Spirit Air Lines,LIM,FLL,6,722,2024,1
9.00,1641.00,1352.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),ZCL,LAX,6,722,2024,1
9.00,1650.00,1570.00,4906.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",MEX,ORD,6,694,2024,1
9.00,1654.00,1461.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),SMF,BJX,6,722,2024,1
9.00,1654.00,1590.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),BJX,SMF,6,722,2024,1
9.00,1655.00,1365.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),DFW,MEX,6,722,2024,1
9.00,1655.00,1461.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),MEX,DFW,6,722,2024,1
9.00,1662.00,976.00,0.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",ORD,BJX,6,694,2024,1
9.00,1662.00,1261.00,0.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",BJX,ORD,6,694,2024,1
9.00,1674.00,1048.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),MDW,DGO,6,722,2024,1
9.00,1674.00,1287.00,0.00,0.00,SY,Sun Country Airlines d/b/a MN Airlines,ZIH,MSP,6,614,2024,1
9.00,1674.00,1302.00,0.00,0.00,SY,Sun Country Airlines d/b/a MN Airlines,MZT,MSP,6,614,2024,1
9.00,1674.00,1375.00,0.00,0.00,F9,Frontier Airlines Inc.,PUJ,STL,6,722,2024,1
9.00,1674.00,1465.00,0.00,0.00,SY,Sun Country Airlines d/b/a MN Airlines,MSP,ZIH,6,614,2024,1
9.00,1674.00,1485.00,0.00,0.00,SY,Sun Country Airlines d/b/a MN Airlines,MSP,MZT,6,614,2024,1
9.00,1674.00,1538.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),DGO,MDW,6,722,2024,1
9.00,1701.00,1090.00,0.00,0.00,TS,Air Transat,MCO,YHZ,6,614,2024,1
9.00,1701.00,1341.00,0.00,0.00,07Q,Flair Airlines Ltd.,YOW,LAS,6,838,2024,1
9.00,1701.00,1365.00,0.00,0.00,WS,Westjet,LAS,YLW,6,614,2024,1
9.00,1701.00,1367.00,0.00,0.00,WS,Westjet,YLW,LAS,6,614,2024,1
9.00,1701.00,1426.00,0.00,0.00,07Q,Flair Airlines Ltd.,LAS,YOW,6,838,2024,1
9.00,1800.00,1745.00,0.00,0.00,B6,JetBlue Airways,MBJ,JFK,6,699,2024,1
9.00,1944.00,1571.00,98382.00,0.00,BA,British Airways Plc,SEA,LHR,6,889,2024,1
9.00,1944.00,1757.00,146095.00,0.00,BA,British Airways Plc,LHR,SEA,6,889,2024,1
9.00,2052.00,1374.00,0.00,0.00,NK,Spirit Air Lines,FLL,AUA,6,699,2024,1
9.00,2070.00,813.00,0.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",SAT,QRO,6,699,2024,1
9.00,2070.00,899.00,0.00,0.00,F9,Frontier Airlines Inc.,CUN,BWI,6,699,2024,1
9.00,2070.00,1016.00,0.00,0.00,F9,Frontier Airlines Inc.,BWI,CUN,6,699,2024,1
9.00,2070.00,1133.00,0.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",QRO,SAT,6,699,2024,1
9.00,2070.00,1492.00,2301.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),IAH,MEX,6,699,2024,1
9.00,2070.00,1847.00,57.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),MEX,IAH,6,699,2024,1
9.00,2079.00,1846.00,81081.00,0.00,UA,United Air Lines Inc.,MUC,EWR,6,624,2024,1
9.00,2079.00,1941.00,104093.00,0.00,UA,United Air Lines Inc.,FCO,IAD,6,624,2024,1
9.00,2115.00,1157.00,0.00,0.00,NK,Spirit Air Lines,FLL,SXM,6,721,2024,1
9.00,2115.00,1900.00,0.00,0.00,NK,Spirit Air Lines,SXM,FLL,6,721,2024,1
9.00,2160.00,677.00,0.00,0.00,F9,Frontier Airlines Inc.,CVG,CUN,6,721,2024,1
9.00,2160.00,914.00,0.00,0.00,F9,Frontier Airlines Inc.,PHL,PUJ,6,721,2024,1
9.00,2160.00,970.00,0.00,0.00,F9,Frontier Airlines Inc.,MCO,CUN,6,721,2024,1
9.00,2160.00,1064.00,0.00,0.00,F9,Frontier Airlines Inc.,CUN,MCO,6,721,2024,1
9.00,2160.00,1159.00,0.00,0.00,F9,Frontier Airlines Inc.,PUJ,PHL,6,721,2024,1
9.00,2160.00,1351.00,0.00,0.00,F9,Frontier Airlines Inc.,PUJ,MCO,6,721,2024,1
9.00,2160.00,1365.00,0.00,0.00,F9,Frontier Airlines Inc.,STL,PUJ,6,721,2024,1
9.00,2268.00,1619.00,128489.00,0.00,LO,Polskie Linie Lotnicze,EWR,WAW,6,887,2024,1
9.00,2268.00,1936.00,139610.00,0.00,LO,Polskie Linie Lotnicze,WAW,EWR,6,887,2024,1
9.00,2313.00,2083.00,141973.00,0.00,UA,United Air Lines Inc.,MUC,DEN,6,889,2024,1
9.00,2484.00,2347.00,152597.00,13688.00,UA,United Air Lines Inc.,CDG,IAD,6,627,2024,1
9.00,2484.00,2362.00,122244.00,0.00,UA,United Air Lines Inc.,MXP,EWR,6,627,2024,1
9.00,2484.00,2415.00,83009.00,0.00,UA,United Air Lines Inc.,CDG,SFO,6,627,2024,1
9.00,2484.00,2415.00,116916.00,0.00,UA,United Air Lines Inc.,KIX,SFO,6,627,2024,1
9.00,2587.00,1762.00,306913.00,0.00,BA,British Airways Plc,LHR,ORD,6,637,2024,1
9.00,2646.00,2124.00,78683.00,0.00,LO,Polskie Linie Lotnicze,MIA,WAW,6,889,2024,1
9.00,2646.00,2392.00,90464.00,0.00,LO,Polskie Linie Lotnicze,WAW,MIA,6,889,2024,1
9.00,2646.00,2469.00,210606.00,0.00,LO,Polskie Linie Lotnicze,WAW,ORD,6,889,2024,1
9.00,2673.00,2161.00,271953.00,0.00,BA,British Airways Plc,LHR,BOS,6,637,2024,1
9.00,2673.00,2222.00,97486.00,0.00,BA,British Airways Plc,BOS,LHR,6,637,2024,1
9.00,2680.00,2194.00,5117.00,0.00,JJ,Transportes Aeros Meridiona,MIA,FOR,6,889,2024,1
9.00,2682.00,2255.00,2904.00,0.00,AC,Air Canada,YYZ,PHX,6,889,2024,1
9.00,2682.00,2302.00,5577.00,0.00,AC,Air Canada,PHX,YYZ,6,889,2024,1
9.00,2695.00,2146.00,124639.00,0.00,SK,Scandinavian Airlines Sys.,ORD,CPH,6,359,2024,1
9.00,2715.00,2617.00,94109.00,0.00,CA,Air China,PEK,IAD,6,637,2024,1
9.00,2754.00,2600.00,5315.00,0.00,CA,Air China,SFO,PEK,6,637,2024,1
9.00,2754.00,2699.00,302850.00,0.00,CA,Air China,PEK,SFO,6,637,2024,1
9.00,2876.00,2599.00,1740.00,0.00,3U,Sichuan Airlines Co Ltd.,LAX,TFU,6,696,2024,1
9.00,2997.00,2703.00,212260.00,0.00,3U,Sichuan Airlines Co Ltd.,TFU,LAX,6,696,2024,1
9.00,3098.00,3092.00,112891.00,0.00,AI,National Aviation Company of India Limited d/b/a Air India,DEL,EWR,6,626,2024,1
9.00,4364.00,2962.00,110726.00,0.00,QF,Qantas Airways Ltd.,MEL,LAX,8,882,2024,1
10.00,0.00,0.00,45327.00,0.00,LA,Lan-Chile Airlines,MIA,UIO,6,626,2024,1
10.00,0.00,0.00,102026.00,0.00,5Y,Atlas Air Inc.,ANC,XMN,6,627,2024,1
10.00,0.00,0.00,130798.00,0.00,M6,Amerijet International,SJU,BOG,6,626,2024,1
10.00,0.00,0.00,196320.00,0.00,WI,Sky Lease Cargo,LAX,XMN,8,820,2024,1
10.00,0.00,0.00,224926.00,0.00,M7,Aerotransportes Mas De Crga,NLU,ANC,6,696,2024,1
10.00,0.00,0.00,258757.00,0.00,5X,United Parcel Service,ANC,PVG,8,821,2024,1
10.00,0.00,0.00,295359.00,0.00,W8,Cargojet Airways Ltd.,YMX,CVG,6,622,2024,1
10.00,0.00,0.00,306228.00,0.00,5Y,Atlas Air Inc.,MIA,BOG,6,625,2024,1
10.00,0.00,0.00,334613.00,0.00,W8,Cargojet Airways Ltd.,CVG,YMX,6,622,2024,1
10.00,0.00,0.00,513592.00,11810.00,PFQ,Asia Pacific,MAJ,HNL,6,622,2024,1
10.00,0.00,0.00,577885.00,0.00,CX,Cathay Pacific Airways Ltd.,YYZ,ANC,8,821,2024,1
10.00,0.00,0.00,633767.00,0.00,L7,Lan Colombia,MIA,GUA,6,626,2024,1
10.00,0.00,0.00,678302.00,0.00,W8,Cargojet Airways Ltd.,MIA,SJO,6,626,2024,1
10.00,0.00,0.00,772103.00,0.00,LA,Lan-Chile Airlines,MIA,LIM,6,626,2024,1
10.00,0.00,0.00,844360.00,0.00,W8,Cargojet Airways Ltd.,LAX,YHM,6,626,2024,1
10.00,0.00,0.00,973675.00,0.00,5X,United Parcel Service,SDF,CGN,8,819,2024,1
10.00,0.00,0.00,1232330.00,0.00,FX,Federal Express Corporation,CGN,IND,6,683,2024,1
10.00,0.00,0.00,1254040.00,0.00,QT,Transportes Aereos Mercantiles Panamericanos S.A,SAL,LAX,6,696,2024,1
10.00,0.00,0.00,1307863.00,0.00,TK,Turk Hava Yollari A.O.,IST,JFK,6,683,2024,1
10.00,0.00,0.00,1469893.00,0.00,3S,AeroLogic GmbH,FRA,LAX,6,683,2024,1
10.00,0.00,0.00,1681315.00,0.00,LH,Lufthansa German Airlines,FRA,ORD,6,627,2024,1
10.00,0.00,0.00,2013591.00,0.00,5Y,Atlas Air Inc.,MIA,MAO,8,819,2024,1
10.00,0.00,0.00,2330496.00,0.00,PO,Polar Air Cargo Airways,HKG,ANC,8,821,2024,1
10.00,60.00,52.00,0.00,0.00,MU,China Eastern Airlines,LAX,HRB,6,637,2024,1
10.00,80.00,73.00,0.00,0.00,04Q,Tradewind Aviation,VIJ,SJU,4,479,2024,1
10.00,650.00,434.00,0.00,0.00,OH,PSA Airlines Inc.,CLT,ELH,6,631,2024,1
10.00,650.00,624.00,0.00,0.00,OH,PSA Airlines Inc.,ELH,CLT,6,631,2024,1
10.00,690.00,597.00,0.00,0.00,9E,Endeavor Air Inc.,ATL,GGT,6,631,2024,1
10.00,760.00,0.00,0.00,0.00,QK,Jazz Aviation LP,PIT,YYZ,6,673,2024,1
10.00,760.00,0.00,0.00,0.00,QK,Jazz Aviation LP,YYZ,PIT,6,673,2024,1
10.00,760.00,389.00,0.00,0.00,YV,Mesa Airlines Inc.,IAH,HAV,6,673,2024,1
10.00,760.00,515.00,0.00,0.00,MQ,Envoy Air,CLT,MHH,6,673,2024,1
10.00,760.00,632.00,0.00,0.00,YV,Mesa Airlines Inc.,HAV,IAH,6,673,2024,1
10.00,760.00,707.00,0.00,0.00,MQ,Envoy Air,MHH,CLT,6,673,2024,1
10.00,1260.00,1142.00,0.00,0.00,CM,Compania Panamena (Copa),SJU,PTY,6,612,2024,1
10.00,1260.00,1223.00,69.00,0.00,UA,United Air Lines Inc.,GDL,IAH,6,698,2024,1
10.00,1280.00,830.00,0.00,0.00,AA,American Airlines Inc.,AUS,PVR,6,698,2024,1
10.00,1280.00,1015.00,0.00,0.00,AA,American Airlines Inc.,PVR,AUS,6,698,2024,1
10.00,1320.00,1099.00,0.00,0.00,WS,Westjet,YVR,ATL,6,612,2024,1
