DEPARTURES_PERFORMED,SEATS,PASSENGERS,FREIGHT,MAIL,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_GROUP,AIRCRAFT_TYPE,YEAR,MONTH
2.00,462.00,148.00,25511.00,0.00,UA,United Air Lines Inc.,LHR,EWR,6,624,2024,1
2.00,462.00,171.00,7909.00,0.00,UA,United Air Lines Inc.,EWR,LHR,6,624,2024,1
2.00,466.00,345.00,0.00,0.00,LP,Lan Peru Airlines,JFK,LIM,6,626,2024,1
2.00,466.00,364.00,0.00,0.00,LP,Lan Peru Airlines,LAX,LIM,6,626,2024,1
2.00,466.00,447.00,0.00,0.00,LP,Lan Peru Airlines,LIM,ATL,6,626,2024,1
2.00,468.00,240.00,18593.00,0.00,AA,American Airlines Inc.,PHL,LHR,6,887,2024,1
2.00,468.00,242.00,13441.00,0.00,AA,American Airlines Inc.,LHR,PHL,6,887,2024,1
2.00,468.00,290.00,0.00,0.00,AA,American Airlines Inc.,MIA,GYE,6,887,2024,1
2.00,468.00,351.00,0.00,0.00,DL,Delta Air Lines Inc.,CUN,MSP,6,623,2024,1
2.00,468.00,374.00,0.00,0.00,DL,Delta Air Lines Inc.,MSP,CUN,6,623,2024,1
2.00,468.00,452.00,0.00,0.00,AA,American Airlines Inc.,GYE,MIA,6,887,2024,1
2.00,469.00,420.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),MEX,LAS,6,721,2024,1
2.00,469.00,436.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),LAS,MEX,6,721,2024,1
2.00,470.00,147.00,0.00,0.00,NK,Spirit Air Lines,FLL,PAP,6,721,2024,1
2.00,470.00,449.00,0.00,0.00,NK,Spirit Air Lines,PAP,FLL,6,721,2024,1
2.00,478.00,385.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),FAT,GDL,6,721,2024,1
2.00,478.00,417.00,0.00,0.00,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),GDL,FAT,6,721,2024,1
2.00,480.00,61.00,0.00,0.00,F9,Frontier Airlines Inc.,CUN,DFW,6,721,2024,1
2.00,480.00,76.00,0.00,0.00,F9,Frontier Airlines Inc.,DFW,CUN,6,721,2024,1
2.00,480.00,199.00,0.00,0.00,F9,Frontier Airlines Inc.,DEN,PVR,6,721,2024,1
2.00,480.00,224.00,0.00,0.00,F9,Frontier Airlines Inc.,MIA,SDQ,6,721,2024,1
2.00,480.00,243.00,0.00,0.00,F9,Frontier Airlines Inc.,TPA,SDQ,6,721,2024,1
2.00,480.00,293.00,0.00,0.00,F9,Frontier Airlines Inc.,SDQ,MIA,6,721,2024,1
2.00,480.00,444.00,0.00,0.00,F9,Frontier Airlines Inc.,SDQ,TPA,6,721,2024,1
2.00,480.00,467.00,0.00,0.00,F9,Frontier Airlines Inc.,PVR,DEN,6,721,2024,1
2.00,485.00,0.00,0.00,0.00,X9,Omni Air International LLC,AFW,GIG,6,626,2024,1
2.00,485.00,406.00,0.00,0.00,X9,Omni Air International LLC,GIG,IAH,6,626,2024,1
2.00,488.00,340.00,0.00,0.00,JL,Japan Air Lines Co. Ltd.,LAX,HND,6,627,2024,1
2.00,488.00,464.00,80186.00,0.00,JL,Japan Air Lines Co. Ltd.,HND,LAX,6,627,2024,1
2.00,510.00,232.00,35737.00,0.00,LH,Lufthansa German Airlines,BOS,FRA,6,696,2024,1
2.00,510.00,296.00,9403.00,0.00,LH,Lufthansa German Airlines,DTW,FRA,6,696,2024,1
2.00,510.00,376.00,61486.00,0.00,LH,Lufthansa German Airlines,FRA,BOS,6,696,2024,1
2.00,510.00,478.00,33772.00,0.00,LH,Lufthansa German Airlines,FRA,DTW,6,696,2024,1
2.00,512.00,355.00,65538.00,0.00,BA,British Airways Plc,ORD,LHR,6,837,2024,1
2.00,512.00,421.00,43193.00,0.00,BA,British Airways Plc,LHR,ORD,6,837,2024,1
2.00,514.00,84.00,19853.00,79.00,UA,United Air Lines Inc.,SFO,KIX,6,889,2024,1
2.00,514.00,152.00,59585.00,0.00,UA,United Air Lines Inc.,KIX,SFO,6,889,2024,1
2.00,514.00,201.00,24830.00,234.00,UA,United Air Lines Inc.,LAX,NRT,6,889,2024,1
2.00,514.00,362.00,352.00,0.00,UA,United Air Lines Inc.,IAD,ACC,6,889,2024,1
2.00,514.00,423.00,52408.00,521.00,UA,United Air Lines Inc.,NRT,LAX,6,889,2024,1
2.00,514.00,426.00,11901.00,8917.00,UA,United Air Lines Inc.,IAD,AMM,6,889,2024,1
2.00,514.00,429.00,23884.00,0.00,UA,United Air Lines Inc.,AMM,IAD,6,889,2024,1
2.00,514.00,489.00,1082.00,0.00,UA,United Air Lines Inc.,ACC,IAD,6,889,2024,1
2.00,515.00,0.00,0.00,0.00,X9,Omni Air International LLC,EZE,AFW,6,626,2024,1
2.00,515.00,402.00,0.00,0.00,X9,Omni Air International LLC,IAH,EZE,6,626,2024,1
2.00,528.00,456.00,48217.00,0.00,VS,Virgin Atlantic Airways,LHR,MIA,6,687,2024,1
2.00,528.00,465.00,33242.00,0.00,VS,Virgin Atlantic Airways,MIA,LHR,6,687,2024,1
2.00,533.00,497.00,29289.00,0.00,AD,Azul Linhas Aereas Brazileiras S A,VCP,FLL,6,696,2024,1
2.00,558.00,224.00,36696.00,0.00,LH,Lufthansa German Airlines,ORD,FRA,8,871,2024,1
2.00,558.00,483.00,61349.00,0.00,LH,Lufthansa German Airlines,FRA,ORD,8,871,2024,1
2.00,560.00,375.00,10831.00,0.00,AF,Compagnie Natl Air France,SFO,CDG,6,627,2024,1
2.00,560.00,465.00,32596.00,0.00,DL,Delta Air Lines Inc.,FCO,JFK,6,339,2024,1
2.00,560.00,545.00,33150.00,0.00,AF,Compagnie Natl Air France,CDG,SFO,6,627,2024,1
2.00,562.00,372.00,21207.00,194.00,DL,Delta Air Lines Inc.,JFK,FCO,6,339,2024,1
2.00,562.00,414.00,13584.00,0.00,DL,Delta Air Lines Inc.,SEA,AMS,6,339,2024,1
2.00,562.00,524.00,16964.00,0.00,DL,Delta Air Lines Inc.,CDG,SEA,6,339,2024,1
2.00,563.00,251.00,17432.00,0.00,DL,Delta Air Lines Inc.,LHR,BOS,6,687,2024,1
2.00,563.00,445.00,12620.00,0.00,DL,Delta Air Lines Inc.,MSP,AMS,6,687,2024,1
2.00,564.00,359.00,12768.00,0.00,DL,Delta Air Lines Inc.,CDG,SLC,6,687,2024,1
2.00,564.00,361.00,1556.00,0.00,DL,Delta Air Lines Inc.,BOS,LHR,6,687,2024,1
2.00,564.00,389.00,6525.00,0.00,DL,Delta Air Lines Inc.,SLC,AMS,6,687,2024,1
2.00,564.00,516.00,0.00,0.00,DL,Delta Air Lines Inc.,LAS,CDG,6,687,2024,1
2.00,564.00,526.00,22905.00,0.00,DL,Delta Air Lines Inc.,AMS,MSP,6,687,2024,1
2.00,564.00,539.00,21380.00,0.00,DL,Delta Air Lines Inc.,CDG,BOS,6,687,2024,1
2.00,564.00,556.00,0.00,0.00,DL,Delta Air Lines Inc.,LAS,AMS,6,687,2024,1
2.00,582.00,553.00,0.00,0.00,KE,Korean Air Lines Co. Ltd.,ICN,LAS,6,637,2024,1
2.00,582.00,560.00,0.00,0.00,KE,Korean Air Lines Co. Ltd.,LAS,ICN,6,637,2024,1
2.00,584.00,431.00,22794.00,0.00,IB,Iberia Air Lines Of Spain,SJU,MAD,6,687,2024,1
2.00,584.00,452.00,13959.00,0.00,IB,Iberia Air Lines Of Spain,MAD,SJU,6,687,2024,1
2.00,588.00,396.00,20205.00,0.00,LO,Polskie Linie Lotnicze,EWR,WAW,6,889,2024,1
2.00,588.00,485.00,34569.00,0.00,LO,Polskie Linie Lotnicze,WAW,EWR,6,889,2024,1
2.00,592.00,395.00,23135.00,0.00,AF,Compagnie Natl Air France,BOS,CDG,6,627,2024,1
2.00,592.00,574.00,8965.00,0.00,AF,Compagnie Natl Air France,CDG,BOS,6,627,2024,1
2.00,596.00,409.00,603.00,0.00,AC,Air Canada,YYZ,MIA,6,889,2024,1
2.00,596.00,588.00,726.00,0.00,AC,Air Canada,MIA,YYZ,6,889,2024,1
2.00,600.00,462.00,0.00,0.00,LA,Lan-Chile Airlines,MIA,SCL,6,889,2024,1
2.00,600.00,519.00,0.00,0.00,JJ,Transportes Aeros Meridiona,BOS,GRU,6,889,2024,1
2.00,608.00,579.00,0.00,0.00,DL,Delta Air Lines Inc.,LAS,ICN,6,359,2024,1
2.00,610.00,549.00,0.00,0.00,DL,Delta Air Lines Inc.,CPT,MIA,6,359,2024,1
2.00,610.00,580.00,126.00,0.00,DL,Delta Air Lines Inc.,AMS,LAS,6,359,2024,1
2.00,620.00,525.00,25377.00,0.00,DE,Condor Flugdienst,FRA,JFK,6,339,2024,1
2.00,620.00,533.00,12837.00,0.00,DE,Condor Flugdienst,JFK,FRA,6,339,2024,1
2.00,636.00,188.00,21498.00,0.00,KL,Klm Royal Dutch Airlines,BOS,AMS,6,837,2024,1
2.00,636.00,344.00,72041.00,0.00,KL,Klm Royal Dutch Airlines,AMS,BOS,6,837,2024,1
2.00,640.00,420.00,34833.00,0.00,KL,Klm Royal Dutch Airlines,ATL,AMS,6,627,2024,1
2.00,640.00,502.00,66550.00,0.00,KL,Klm Royal Dutch Airlines,AMS,ATL,6,627,2024,1
2.00,640.00,610.00,34393.00,0.00,KL,Klm Royal Dutch Airlines,LAX,AMS,6,627,2024,1
2.00,640.00,639.00,53445.00,0.00,KL,Klm Royal Dutch Airlines,AMS,LAX,6,627,2024,1
2.00,664.00,350.00,0.00,0.00,TS,Air Transat,YUL,MCO,6,696,2024,1
2.00,664.00,368.00,0.00,0.00,TS,Air Transat,MCO,YUL,6,696,2024,1
2.00,673.00,276.00,0.00,0.00,AF,Compagnie Natl Air France,EWR,CDG,6,637,2024,1
2.00,684.00,491.00,0.00,0.00,AI,National Aviation Company of India Limited d/b/a Air India,SFO,DEL,6,626,2024,1
2.00,684.00,517.00,35578.00,0.00,AI,National Aviation Company of India Limited d/b/a Air India,DEL,SFO,6,626,2024,1
2.00,762.00,413.00,17809.00,0.00,AF,Compagnie Natl Air France,CDG,EWR,6,637,2024,1
2.00,816.00,594.00,73346.00,0.00,KL,Klm Royal Dutch Airlines,AMS,JFK,6,637,2024,1
2.00,816.00,689.00,56632.00,0.00,KL,Klm Royal Dutch Airlines,JFK,AMS,6,637,2024,1
2.00,850.00,543.00,0.00,0.00,AC,Air Canada,YYZ,MCO,6,637,2024,1
2.00,850.00,602.00,0.00,0.00,AC,Air Canada,MCO,YYZ,6,637,2024,1
3.00,0.00,0.00,0.00,0.00,5Y,Atlas Air Inc.,CVG,XMN,6,627,2024,1
3.00,0.00,0.00,0.00,0.00,N8,National Air Cargo Group Inc d/ba National Airlines,LAX,HKG,8,819,2024,1
3.00,0.00,0.00,0.00,0.00,U7,USA Jet Airlines Inc.,HMO,ELP,6,655,2024,1
3.00,0.00,0.00,0.00,78572.00,PFQ,Asia Pacific,HNL,MAJ,6,622,2024,1
3.00,0.00,0.00,177.00,0.00,FX,Federal Express Corporation,YWG,FAR,4,416,2024,1
3.00,0.00,0.00,399.00,0.00,U7,USA Jet Airlines Inc.,SLW,LRD,6,681,2024,1
3.00,0.00,0.00,1080.00,0.00,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,TER,EWR,6,833,2024,1
3.00,0.00,0.00,1994.00,0.00,FX,Federal Express Corporation,FAR,YWG,4,416,2024,1
3.00,0.00,0.00,3741.00,0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",STT,EIS,2,201,2024,1
3.00,0.00,0.00,7677.00,0.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",SJU,EIS,4,489,2024,1
3.00,0.00,0.00,8982.00,0.00,U7,USA Jet Airlines Inc.,YIP,SLW,6,655,2024,1
3.00,0.00,0.00,12674.00,0.00,W8,Cargojet Airways Ltd.,LCK,YHM,6,622,2024,1
3.00,0.00,0.00,20143.00,0.00,UA,United Air Lines Inc.,SFO,HKG,6,627,2024,1
3.00,0.00,0.00,25185.00,0.00,5X,United Parcel Service,MIA,MTY,6,622,2024,1
3.00,0.00,0.00,28256.00,0.00,5X,United Parcel Service,MIA,MGA,6,622,2024,1
3.00,0.00,0.00,34976.00,0.00,W8,Cargojet Airways Ltd.,YWG,CVG,6,622,2024,1
3.00,0.00,0.00,49645.00,0.00,AC,Air Canada,YYZ,SJU,6,626,2024,1
3.00,0.00,0.00,66233.00,0.00,KE,Korean Air Lines Co. Ltd.,JFK,YHZ,6,683,2024,1
3.00,0.00,0.00,69169.00,0.00,M6,Amerijet International,SVD,MIA,6,626,2024,1
3.00,0.00,0.00,71115.00,0.00,AC,Air Canada,MIA,BOG,6,626,2024,1
3.00,0.00,0.00,71128.00,0.00,5X,United Parcel Service,SDF,CDG,6,626,2024,1
3.00,0.00,0.00,73069.00,0.00,5X,United Parcel Service,HNL,ICN,8,821,2024,1
3.00,0.00,0.00,76373.00,0.00,5X,United Parcel Service,HNL,HKG,8,819,2024,1
3.00,0.00,0.00,76399.00,0.00,ABX,ABX Air Inc,MIA,BOG,6,626,2024,1
3.00,0.00,0.00,79345.00,0.00,KE,Korean Air Lines Co. Ltd.,DFW,ICN,6,683,2024,1
3.00,0.00,0.00,79912.00,0.00,5X,United Parcel Service,GUM,HKG,8,821,2024,1
3.00,0.00,0.00,82791.00,0.00,5X,United Parcel Service,SDF,EMA,6,626,2024,1
3.00,0.00,0.00,85148.00,0.00,5X,United Parcel Service,MTY,SDF,6,622,2024,1
3.00,0.00,0.00,88471.00,0.00,W8,Cargojet Airways Ltd.,MGA,LCK,6,622,2024,1
3.00,0.00,0.00,91209.00,0.00,FX,Federal Express Corporation,MEM,KIX,6,683,2024,1
3.00,0.00,0.00,94463.00,172.00,M6,Amerijet International,PAP,MIA,6,626,2024,1
3.00,0.00,0.00,101027.00,173.00,M6,Amerijet International,PBM,MIA,6,626,2024,1
3.00,0.00,0.00,102940.00,0.00,M3,ABSA-Aerolinhas Brasileiras,MIA,CWB,6,626,2024,1
3.00,0.00,0.00,119512.00,0.00,KAQ,Kalitta Air LLC,ANC,NGB,8,819,2024,1
3.00,0.00,0.00,121356.00,144.00,M6,Amerijet International,MIA,BZE,6,626,2024,1
3.00,0.00,0.00,127400.00,0.00,M6,Amerijet International,BRU,MIA,6,626,2024,1
3.00,0.00,0.00,132846.00,0.00,5X,United Parcel Service,GDL,SDF,6,691,2024,1
3.00,0.00,0.00,148284.00,0.00,5X,United Parcel Service,SDF,GDL,6,626,2024,1
3.00,0.00,0.00,163747.00,0.00,M6,Amerijet International,LAX,MGA,6,626,2024,1
3.00,0.00,0.00,166900.00,0.00,M6,Amerijet International,MIA,ANU,6,626,2024,1
3.00,0.00,0.00,167408.00,0.00,5Y,Atlas Air Inc.,ORD,AMS,8,821,2024,1
3.00,0.00,0.00,170520.00,0.00,3S,AeroLogic GmbH,YYZ,ATL,6,683,2024,1
3.00,0.00,0.00,173528.00,8497.00,M6,Amerijet International,MIA,SDQ,6,626,2024,1
3.00,0.00,0.00,174382.00,0.00,5X,United Parcel Service,ANC,ICN,8,819,2024,1
3.00,0.00,0.00,184545.00,0.00,KD,Western Global,ROZ,NGU,8,820,2024,1
3.00,0.00,0.00,186877.00,0.00,5X,United Parcel Service,SDF,GDL,6,691,2024,1
3.00,0.00,0.00,192190.00,0.00,NC,Northern Air Cargo Inc.,MIA,PAP,6,626,2024,1
3.00,0.00,0.00,232197.00,0.00,QT,Transportes Aereos Mercantiles Panamericanos S.A,MIA,BAQ,6,696,2024,1
3.00,0.00,0.00,240654.00,0.00,L7,Lan Colombia,MIA,VCP,6,626,2024,1
3.00,0.00,0.00,244592.00,0.00,LA,Lan-Chile Airlines,MIA,FLN,6,626,2024,1
3.00,0.00,0.00,248086.00,0.00,5Y,Atlas Air Inc.,ATL,AMS,8,821,2024,1
3.00,0.00,0.00,255792.00,0.00,MP,Martinair Holland N.V.,MIA,GUA,8,817,2024,1
3.00,0.00,0.00,257448.00,0.00,X7,Challenge Airlines (BE) S.A.,IAH,LGG,8,818,2024,1
3.00,0.00,0.00,264957.00,0.00,FX,Federal Express Corporation,IND,YYZ,6,626,2024,1
3.00,0.00,0.00,268594.00,0.00,ABX,ABX Air Inc,BOG,MIA,6,626,2024,1
3.00,0.00,0.00,278490.00,0.00,NC,Northern Air Cargo Inc.,MIA,SJO,6,626,2024,1
3.00,0.00,0.00,282077.00,0.00,M3,ABSA-Aerolinhas Brasileiras,MIA,SJK,6,626,2024,1
3.00,0.00,0.00,286526.00,0.00,3S,AeroLogic GmbH,CVG,FRA,6,683,2024,1
3.00,0.00,0.00,289078.00,0.00,5X,United Parcel Service,CGN,SDF,6,626,2024,1
3.00,0.00,0.00,292626.00,0.00,KE,Korean Air Lines Co. Ltd.,ORD,ICN,8,821,2024,1
3.00,0.00,0.00,301185.00,0.00,N8,National Air Cargo Group Inc d/ba National Airlines,ANC,NLU,8,819,2024,1
3.00,0.00,0.00,302144.00,0.00,XL,Lan Ecuador,MIA,MAO,6,626,2024,1
3.00,0.00,0.00,302540.00,0.00,KAQ,Kalitta Air LLC,LAX,LEJ,6,683,2024,1
3.00,0.00,0.00,311153.00,0.00,KE,Korean Air Lines Co. Ltd.,ORD,ICN,8,819,2024,1
3.00,0.00,0.00,320056.00,0.00,FX,Federal Express Corporation,VCP,SJU,6,626,2024,1
3.00,0.00,0.00,321215.00,0.00,M3,ABSA-Aerolinhas Brasileiras,LIM,MIA,6,626,2024,1
3.00,0.00,0.00,328854.00,0.00,L7,Lan Colombia,UIO,MIA,6,626,2024,1
3.00,0.00,0.00,332357.00,0.00,5X,United Parcel Service,CGN,PHL,6,626,2024,1
3.00,0.00,0.00,346882.00,0.00,5Y,Atlas Air Inc.,MIA,SCL,8,819,2024,1
3.00,0.00,0.00,347425.00,0.00,KD,Western Global,OSN,ANC,8,820,2024,1
3.00,0.00,0.00,379931.00,0.00,KE,Korean Air Lines Co. Ltd.,LAX,ICN,8,819,2024,1
3.00,0.00,0.00,392786.00,0.00,ADB,Antonov Company,PSM,RZE,8,880,2024,1
3.00,0.00,0.00,394460.00,0.00,CT,Air Atlanta Europe Limited,RFD,LGG,8,820,2024,1
3.00,0.00,0.00,403871.00,0.00,5Y,Atlas Air Inc.,MIA,BOG,8,821,2024,1
3.00,0.00,0.00,457380.00,0.00,CT,Air Atlanta Europe Limited,JFK,LGG,8,820,2024,1
3.00,0.00,0.00,464664.00,0.00,X7,Challenge Airlines (BE) S.A.,LGG,IAH,8,818,2024,1
3.00,0.00,0.00,481779.00,0.00,5Y,Atlas Air Inc.,ORD,STR,8,821,2024,1
3.00,0.00,0.00,490175.00,0.00,3S,AeroLogic GmbH,IAH,FRA,6,683,2024,1
3.00,0.00,0.00,492446.00,0.00,KE,Korean Air Lines Co. Ltd.,SFO,ICN,8,821,2024,1
3.00,0.00,0.00,519028.00,0.00,TK,Turk Hava Yollari A.O.,MIA,IST,6,683,2024,1
3.00,0.00,0.00,552420.00,0.00,CT,Air Atlanta Europe Limited,LGG,JFK,8,820,2024,1
3.00,0.00,0.00,586891.00,0.00,5Y,Atlas Air Inc.,ORD,FRA,8,819,2024,1
3.00,0.00,0.00,643375.00,0.00,5Y,Atlas Air Inc.,FRA,ORD,8,819,2024,1
3.00,0.00,0.00,645812.00,0.00,5Y,Atlas Air Inc.,MIA,MAO,8,821,2024,1
3.00,0.00,0.00,659340.00,0.00,CT,Air Atlanta Europe Limited,LGG,GSP,8,820,2024,1
3.00,0.00,0.00,660310.00,0.00,KAQ,Kalitta Air LLC,IAH,BRU,8,819,2024,1
3.00,0.00,0.00,673236.00,0.00,5X,United Parcel Service,SZX,ANC,8,819,2024,1
3.00,0.00,0.00,726884.00,0.00,KE,Korean Air Lines Co. Ltd.,ICN,ANC,8,819,2024,1
3.00,0.00,0.00,769039.00,0.00,5Y,Atlas Air Inc.,BOG,MIA,8,821,2024,1
3.00,0.00,0.00,815342.00,0.00,PO,Polar Air Cargo Airways,LAX,ICN,6,627,2024,1
3.00,0.00,0.00,1267864.00,0.00,PO,Polar Air Cargo Airways,HKG,LAX,6,627,2024,1
3.00,24.00,7.00,0.00,0.00,04Q,Tradewind Aviation,ELH,PBI,4,479,2024,1
3.00,24.00,9.00,0.00,0.00,04Q,Tradewind Aviation,SBH,STT,4,479,2024,1
3.00,24.00,11.00,0.00,0.00,04Q,Tradewind Aviation,NAS,PBI,4,479,2024,1
3.00,24.00,14.00,0.00,0.00,04Q,Tradewind Aviation,STT,SBH,4,479,2024,1
3.00,24.00,16.00,0.00,0.00,KAH,Kenmore Air Harbor,YYJ,BFI,4,416,2024,1
3.00,24.00,19.00,0.00,0.00,04Q,Tradewind Aviation,SJU,VIJ,4,479,2024,1
3.00,24.00,24.00,0.00,0.00,04Q,Tradewind Aviation,NAS,TPA,4,479,2024,1
3.00,27.00,1.00,0.00,0.00,IWQ,Island Wings Ltd. Dba Island Wings Charter,RSD,FXE,4,415,2024,1
3.00,27.00,9.00,0.00,0.00,2OQ,Talofa Airways Limited,PPG,VAV,4,410,2024,1
3.00,27.00,17.00,7.00,0.00,2OQ,Talofa Airways Limited,PPG,TBU,4,410,2024,1
3.00,42.00,9.00,0.00,0.00,VJT,VistaJet Limited,TEB,LTN,6,788,2024,1
3.00,150.00,27.00,0.00,0.00,3M,Silver Airways,TPA,MHH,4,441,2024,1
3.00,150.00,66.00,0.00,0.00,3M,Silver Airways,MHH,TPA,4,441,2024,1
3.00,210.00,145.00,0.00,0.00,YX,Republic Airline,YUL,EWR,6,677,2024,1
3.00,216.00,0.00,0.00,0.00,DL,Delta Air Lines Inc.,YYZ,DTW,6,622,2024,1
3.00,222.00,122.00,0.00,0.00,3M,Silver Airways,SKB,SJU,4,442,2024,1
3.00,222.00,142.00,0.00,0.00,3M,Silver Airways,SJU,SKB,4,442,2024,1
3.00,228.00,0.00,0.00,0.00,QK,Jazz Aviation LP,YUL,EWR,6,673,2024,1
3.00,228.00,0.00,0.00,0.00,QK,Jazz Aviation LP,YUL,MSP,6,673,2024,1
3.00,228.00,111.00,0.00,0.00,YV,Mesa Airlines Inc.,IAH,PBC,6,673,2024,1
3.00,228.00,134.00,0.00,0.00,MQ,Envoy Air,YYZ,ORD,6,673,2024,1
3.00,228.00,150.00,463.00,0.00,MQ,Envoy Air,MIA,NAS,6,673,2024,1
3.00,228.00,151.00,0.00,0.00,MQ,Envoy Air,ORD,YYZ,6,673,2024,1
3.00,228.00,156.00,0.00,0.00,YV,Mesa Airlines Inc.,PBC,IAH,6,673,2024,1
3.00,228.00,210.00,111.00,0.00,MQ,Envoy Air,DFW,QRO,6,673,2024,1
3.00,228.00,211.00,0.00,0.00,MQ,Envoy Air,QRO,DFW,6,673,2024,1
3.00,300.00,132.00,0.00,0.00,B6,JetBlue Airways,RDU,CUN,6,678,2024,1
3.00,300.00,244.00,0.00,0.00,B6,JetBlue Airways,NAS,MCO,6,678,2024,1
3.00,300.00,246.00,0.00,0.00,B6,JetBlue Airways,MCO,NAS,6,678,2024,1
3.00,300.00,259.00,0.00,0.00,B6,JetBlue Airways,CUN,RDU,6,678,2024,1
3.00,378.00,290.00,0.00,0.00,CM,Compania Panamena (Copa),ATL,PTY,6,612,2024,1
3.00,378.00,316.00,0.00,0.00,CM,Compania Panamena (Copa),AUS,PTY,6,612,2024,1
3.00,378.00,333.00,64.00,0.00,UA,United Air Lines Inc.,IAH,YYZ,6,612,2024,1
3.00,378.00,336.00,0.00,0.00,UA,United Air Lines Inc.,EWR,CUR,6,612,2024,1
3.00,378.00,346.00,0.00,0.00,CM,Compania Panamena (Copa),PTY,AUS,6,612,2024,1
3.00,378.00,347.00,0.00,0.00,UA,United Air Lines Inc.,YYZ,IAH,6,612,2024,1
3.00,378.00,348.00,0.00,0.00,UA,United Air Lines Inc.,CUR,EWR,6,612,2024,1
3.00,384.00,245.00,0.00,0.00,AA,American Airlines Inc.,GND,CLT,6,698,2024,1
3.00,384.00,318.00,282.00,0.00,AA,American Airlines Inc.,CLT,GND,6,698,2024,1
3.00,384.00,341.00,0.00,0.00,AA,American Airlines Inc.,DFW,MZT,6,698,2024,1
3.00,384.00,373.00,0.00,0.00,AA,American Airlines Inc.,MZT,DFW,6,698,2024,1
3.00,396.00,294.00,0.00,0.00,WS,Westjet,PHX,YVR,6,612,2024,1
3.00,396.00,312.00,0.00,0.00,WS,Westjet,MCO,YQR,6,612,2024,1
3.00,396.00,327.00,0.00,0.00,WS,Westjet,RSW,YOW,6,612,2024,1
3.00,396.00,350.00,0.00,0.00,WS,Westjet,YVR,PHX,6,612,2024,1
3.00,396.00,352.00,0.00,0.00,WS,Westjet,SFO,YYC,6,612,2024,1
3.00,396.00,359.00,0.00,0.00,WS,Westjet,TPA,YYC,6,612,2024,1
3.00,396.00,384.00,0.00,0.00,WS,Westjet,YYC,SFO,6,612,2024,1
3.00,396.00,385.00,0.00,0.00,WS,Westjet,YQR,MCO,6,612,2024,1
3.00,398.00,390.00,0.00,0.00,CM,Compania Panamena (Copa),PTY,ATL,6,612,2024,1
3.00,408.00,354.00,84.00,0.00,AC,Air Canada,MCO,YYZ,6,698,2024,1
3.00,408.00,361.00,0.00,0.00,AC,Air Canada,YYZ,SRQ,6,698,2024,1
3.00,408.00,376.00,0.00,0.00,AC,Air Canada,SRQ,YYZ,6,698,2024,1
3.00,408.00,389.00,0.00,0.00,AC,Air Canada,YYZ,MCO,6,698,2024,1
3.00,411.00,372.00,0.00,0.00,AC,Air Canada,SAN,YUL,6,724,2024,1
3.00,414.00,330.00,0.00,0.00,B6,JetBlue Airways,BOS,LGW,6,721,2024,1
3.00,420.00,287.00,0.00,0.00,B6,JetBlue Airways,JFK,NAS,6,724,2024,1
3.00,420.00,323.00,0.00,0.00,B6,JetBlue Airways,NAS,JFK,6,724,2024,1
3.00,429.00,352.00,0.00,0.00,WN,Southwest Airlines Co.,NAS,BWI,6,612,2024,1
3.00,429.00,361.00,0.00,0.00,WN,Southwest Airlines Co.,BWI,NAS,6,612,2024,1
3.00,438.00,413.00,0.00,0.00,CM,Compania Panamena (Copa),MIA,PTY,6,612,2024,1
3.00,447.00,392.00,0.00,0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SAT,SAP,6,619,2024,1
3.00,450.00,350.00,0.00,0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,GUA,6,617,2024,1
3.00,450.00,366.00,60.00,0.00,AA,American Airlines Inc.,DFW,YYC,6,694,2024,1
3.00,450.00,380.00,0.00,0.00,AA,American Airlines Inc.,YYC,DFW,6,694,2024,1
3.00,450.00,430.00,0.00,0.00,UA,United Air Lines Inc.,YYC,IAH,6,694,2024,1
3.00,450.00,437.00,0.00,0.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HRL,SAP,6,617,2024,1
3.00,450.00,443.00,0.00,0.00,UA,United Air Lines Inc.,IAH,YYC,6,694,2024,1
3.00,458.00,448.00,0.00,0.00,CM,Compania Panamena (Copa),PTY,MIA,6,612,2024,1
3.00,465.00,127.00,0.00,0.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",MIA,GCM,6,655,2024,1
3.00,465.00,148.00,0.00,0.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",GCM,MIA,6,655,2024,1
3.00,470.00,364.00,0.00,0.00,DL,Delta Air Lines Inc.,CVG,CUN,6,694,2024,1
3.00,471.00,318.00,0.00,0.00,DL,Delta Air Lines Inc.,CUN,CVG,6,694,2024,1
