DEPARTURES_PERFORMED,SEATS,PASSENGERS,FREIGHT,MAIL,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_GROUP,AIRCRAFT_TYPE,YEAR,MONTH,SEATS_PER_FLIGHT,AV_PASSENGERS_PER_FLIGHT
31.0,4433.0,3167.0,0.0,0.0,WN,Southwest Airlines Co.,AUS,CUN,6,612,2024,1,143.0,102.16
31.0,4433.0,4041.0,0.0,0.0,WN,Southwest Airlines Co.,SNA,SJD,6,612,2024,1,143.0,130.35
31.0,4433.0,4157.0,0.0,0.0,WN,Southwest Airlines Co.,DEN,CUN,6,612,2024,1,143.0,134.1
31.0,4433.0,4183.0,0.0,0.0,WN,Southwest Airlines Co.,SJD,SNA,6,612,2024,1,143.0,134.94
31.0,5425.0,2659.0,0.0,0.0,WN,Southwest Airlines Co.,TPA,HAV,6,838,2024,1,175.0,85.77
31.0,5425.0,4203.0,0.0,0.0,WN,Southwest Airlines Co.,HAV,TPA,6,838,2024,1,175.0,135.58
32.0,4576.0,4455.0,0.0,0.0,WN,Southwest Airlines Co.,CUN,DEN,6,612,2024,1,143.0,139.22
37.0,5291.0,5080.0,0.0,0.0,WN,Southwest Airlines Co.,CUN,MDW,6,612,2024,1,143.0,137.3
37.0,6475.0,5404.0,2769.0,0.0,WN,Southwest Airlines Co.,BWI,MBJ,6,614,2024,1,175.0,146.05
37.0,6475.0,5910.0,0.0,0.0,WN,Southwest Airlines Co.,MBJ,BWI,6,614,2024,1,175.0,159.73
39.0,5577.0,4986.0,0.0,0.0,WN,Southwest Airlines Co.,CUN,BWI,6,612,2024,1,143.0,127.85
53.0,7579.0,6689.0,0.0,0.0,WN,Southwest Airlines Co.,BWI,CUN,6,612,2024,1,143.0,126.21
58.0,8294.0,6341.0,0.0,0.0,WN,Southwest Airlines Co.,SJD,HOU,6,612,2024,1,143.0,109.33
58.0,8294.0,7645.0,0.0,0.0,WN,Southwest Airlines Co.,SJD,PHX,6,612,2024,1,143.0,131.81
59.0,8437.0,6907.0,0.0,0.0,WN,Southwest Airlines Co.,PHX,SJD,6,612,2024,1,143.0,117.07
61.0,8723.0,6643.0,0.0,0.0,WN,Southwest Airlines Co.,HOU,SJD,6,612,2024,1,143.0,108.9
76.0,10868.0,8853.0,281.0,0.0,WN,Southwest Airlines Co.,HOU,CUN,6,612,2024,1,143.0,116.49
85.0,14875.0,7992.0,0.0,0.0,WN,Southwest Airlines Co.,FLL,HAV,6,838,2024,1,175.0,94.02
85.0,14875.0,11384.0,0.0,0.0,WN,Southwest Airlines Co.,HAV,FLL,6,838,2024,1,175.0,133.93
89.0,12727.0,11293.0,0.0,0.0,WN,Southwest Airlines Co.,CUN,HOU,6,612,2024,1,143.0,126.89
